name,fips,code,number,district,district_code,census_2010_white,census_2010_black,census_2010_latino,census_2010_api,census_2010_native,census_2010_other,acs_2015_pct_bachelor_ge25,acs_2015_pct_bachelor_white_ge25,acs_2015_median_hh_income,2016_pres_total,2016_pres_d,2016_pres_r,2016_pres_other,2012_pres_total,2012_pres_d,2012_pres_r,2012_pres_other,2008_pres_total,2008_pres_d,2008_pres_r,2008_pres_other,2016_house_total,2016_house_d,2016_house_r,2016_house_other,2014_house_total,2014_house_d,2014_house_r,2014_house_other,2012_house_d,2012_house_r,2012_house_other,2016_pvi,2012_pvi,2008_pvi,pop_total,pop_white,pop_black,pop_latino,pop_api,pop_native,pop_other,pop_total_ge18,pop_white_ge18,pop_black_ge18,pop_latino_ge18,pop_api_ge18,pop_native_ge18,pop_other_ge18
Virginia,51,VA,10,Virginia 10th,VA-10,68.9,6.6,10.6,11.9,0.2,1.8,54.7,57,"$114,793","403,821","210,692","170,580",,"373,913","182,432","186,650",,"337,972","173,045","163,487",,"400,083","187,712","210,791","1,580","222,910","89,957","125,914","7,039","142,024","214,038",,4.1,-2.5,-2.3,"729,821","485,656","47,803","85,608","87,651","1,255","21,848","522,584","360,025","34,658","55,486","61,937",876,"9,602"
Virginia,51,VA,11,Virginia 11th,VA-11,53.1,11.6,15.5,17.3,0.2,2.4,54.7,65.5,"$105,031","357,054","238,982","98,222",,"339,710","212,181","123,317",,"328,810","205,345","122,002",,"282,003","247,818",0,"34,185","187,805","106,780","75,796","5,229","202,606","117,902",,19.8,11.3,9,"727,683","364,156","88,029","123,470","124,987","1,383","25,658","548,956","291,297","63,511","84,840","95,056",983,"13,269"
Washington,53,WA,1,Washington 1st,WA-01,80.4,1.1,6.7,8.4,1,2.3,43.1,42.1,"$86,349","349,064","188,952","132,109",,"339,489","183,802","147,074",,"330,145","185,907","138,307",,"349,398","193,619","155,779",0,"225,579","124,151","101,428",0,"177,025","151,187",,7.7,3.6,3.7,"674,432","523,434","7,624","56,464","56,676","7,369","22,865","507,779","408,332","5,685","34,031","42,869","5,278","11,584"
Washington,53,WA,2,Washington 2nd,WA-02,78.3,2.3,7.5,8,1.3,2.6,31,31.8,"$65,000","326,462","185,821","113,670",,"313,668","185,771","119,266",,"306,003","185,116","115,000",,"325,408","208,314","117,094",0,"201,691","122,173","79,518",0,"184,826","117,465",,10.9,8.9,8,"670,285","501,575","16,182","63,509","53,872","9,426","25,721","521,526","408,326","11,768","38,939","41,941","6,875","13,677"
Washington,53,WA,3,Washington 3rd,WA-03,86.2,1.3,5.9,3.4,1,2.2,24.3,25.2,"$57,331","315,150","134,009","157,359",,"303,483","145,442","150,409",,"297,159","151,296","139,890",,"313,277","119,820","193,457",0,"202,814","78,018","124,796",0,"116,438","177,446",,-5.1,-2.8,-1.7,"672,909","560,073","9,267","52,314","23,188","6,514","21,553","503,246","433,951","6,394","29,762","17,218","4,852","11,069"
Washington,53,WA,4,Washington 4th,WA-04,64.1,0.9,29.5,1.6,2.3,1.5,20.6,27.1,"$52,351","242,668","85,083","140,560",,"238,940","90,612","142,741",,"229,537","89,933","135,281",,"229,919",0,"229,919",0,"153,079",0,"153,079",0,"78,940","154,749",,-13.4,-13.1,-13.8,"674,022","385,893","6,091","243,016","10,191","16,159","12,672","474,350","304,104","4,438","139,935","7,807","11,052","7,014"
Washington,53,WA,5,Washington 5th,WA-05,87.9,1.4,4.4,2.5,1.6,2.2,28.2,28.8,"$47,053","319,635","125,112","166,765",,"315,425","137,771","168,671",,"311,361","144,112","159,511",,"323,534","130,575","192,959",0,"223,242","87,772","135,470",0,"117,512","191,066",,-8.2,-7,-6.2,"672,569","576,435","9,749","37,109","16,753","11,606","20,917","521,176","457,869","7,340","22,970","13,249","8,282","11,466"
Washington,53,WA,6,Washington 6th,WA-06,81.9,3.5,5.1,4.3,2,3.2,28.8,30,"$58,410","332,992","172,596","131,449",,"329,190","184,820","135,573",,"326,650","186,336","133,689",,"327,834","201,718","126,116",0,"224,290","141,265","83,025",0,"186,661","129,725",,5.7,5.7,4.5,"671,684","529,097","24,025","44,157","28,866","14,196","31,343","529,928","434,034","18,496","27,150","23,028","10,410","16,810"
Washington,53,WA,7,Washington 7th,WA-07,74.9,4,6.3,10.9,0.7,3.2,59.4,63.4,"$80,119","415,693","341,412","50,615",,"392,419","310,828","70,973",,"376,324","302,597","67,921",,"378,754","378,754",0,0,"251,875","203,954","47,921",0,"298,368","76,212",,36,29.4,28,"673,562","488,552","29,478","49,261","72,209","4,548","29,514","565,602","423,906","22,598","35,502","61,413","3,893","18,290"
Washington,53,WA,8,Washington 8th,WA-08,79.5,2.2,7.7,7.3,0.9,2.4,33.3,33.6,"$77,320","321,002","153,167","143,403",,"313,967","155,982","151,069",,"300,545","154,691","140,555",,"320,865","127,720","193,145",0,"198,744","73,003","125,741",0,"121,886","180,204",,0.5,-1.2,-1.3,"674,421","511,676","15,920","65,188","50,319","6,628","24,690","498,830","396,359","10,883","38,575","36,389","4,716","11,908"
Washington,53,WA,9,Washington 9th,WA-09,53.7,10.2,9.8,22.5,0.6,3.2,41.3,47.2,"$71,947","291,192","205,193","67,956",,"286,875","195,863","84,828",,"272,928","187,240","81,733",,"281,482","205,165","76,317",0,"166,794","118,132","48,662",0,"192,034","76,105",,24,17.8,15.9,"670,469","333,051","72,988","78,997","149,634","4,040","31,759","517,163","277,745","52,678","50,795","116,119","3,192","16,634"
Washington,53,WA,10,Washington 10th,WA-10,73.8,5.5,7.7,8.1,1.2,3.7,26.3,28.7,"$56,564","295,356","151,373","117,861",,"292,060","164,505","120,066",,"286,226","163,623","117,330",,"290,564","170,460","120,104",0,"181,492","99,279","82,213",0,"163,036","115,381",,5.1,5.8,4.6,"670,187","467,018","38,279","65,775","52,709","8,249","38,157","503,586","371,678","27,897","38,696","40,582","6,024","18,709"
West Virginia,54,WV,1,West Virginia 1st,WV-01,95.6,1.7,0.9,0.8,0.2,0.9,22.5,22.2,"$44,180","243,894","64,384","165,934",,"227,948","81,017","141,736",,"247,507","102,826","140,421",,"237,003","73,534","163,469",0,"143,685","51,842","91,843",0,"80,342","133,809",,-23.2,-15.6,-11.4,"619,988","588,766","10,835","5,981","5,205","1,051","8,150","494,743","472,882","8,371","4,206","4,185",865,"4,234"
West Virginia,54,WV,2,West Virginia 2nd,WV-02,92.5,4.3,1.5,0.6,0.2,0.9,21.5,21.1,"$47,045","250,267","73,487","164,674",,"234,596","89,079","140,783",,"249,130","109,369","136,259",,"242,014","101,207","140,807",0,"153,092","67,210","72,042","13,840","68,560","158,206",,-20.3,-13.2,-9.2,"616,892","565,040","26,323","11,409","3,586","1,313","9,221","484,668","448,254","20,640","7,328","2,914","1,115","4,417"
West Virginia,54,WV,3,West Virginia 3rd,WV-03,93.7,3.9,0.7,0.6,0.2,0.9,14.5,14.2,"$35,913","218,890","50,923","158,763",,"207,894","68,173","135,136",,"216,725","91,662","120,786",,"207,332","49,708","140,741","16,883","139,681","62,418","77,263",0,"108,223","92,214",,-26.8,-18.4,-10.5,"616,114","572,450","24,964","4,878","3,881","1,129","8,812","486,165","455,665","19,107","3,230","3,031",922,"4,210"
Wisconsin,55,WI,1,Wisconsin 1st,WI-01,85.7,4.7,6.9,1.5,0.3,0.9,26.9,28.5,"$62,206","355,961","150,436","187,372",,"379,184","179,872","195,835",,"365,858","185,716","175,988",,"354,245","107,003","230,072","17,170","288,170","105,552","182,316",302,"158,414","200,423",,-6.6,-4.1,-2.3,"710,691","585,985","37,287","63,222","11,134","2,068","10,995","534,871","458,642","25,335","36,831","7,942","1,574","4,547"
Wisconsin,55,WI,2,Wisconsin 2nd,WI-02,86.9,3.7,4.6,3.4,0.3,1.1,40,41.4,"$61,224","412,803","271,507","119,608",,"415,942","284,084","126,688",,"391,306","274,466","112,024",,"398,060","273,537","124,044",479,"328,847","224,920","103,619",308,"265,422","124,683",,18.3,17.2,17.3,"710,345","597,245","31,406","41,439","24,456","2,376","13,423","549,282","477,412","20,452","25,304","18,455","1,733","5,926"
Wisconsin,55,WI,3,Wisconsin 3rd,WI-03,94.6,0.9,1.6,1.7,0.6,0.6,24.5,24.9,"$51,219","359,555","160,999","177,172",,"363,335","199,188","159,205",,"363,906","216,047","142,458",,"260,370","257,401",0,"2,969","275,161","155,368","119,540",253,"217,712","121,713",,-3.5,3.6,6.6,"710,632","662,405","6,845","14,972","14,277","4,323","7,810","553,645","523,569","5,119","9,050","9,231","3,137","3,539"
Wisconsin,55,WI,4,Wisconsin 4th,WI-04,51.5,30.4,12.9,3.2,0.6,1.5,27.2,40.2,"$40,748","308,575","228,226","67,287",,"356,355","268,440","84,751",,"342,054","254,531","84,194",,"286,909","220,181",0,"66,728","254,892","179,045","68,490","7,357","235,257","80,787",,26.1,24,21.5,"710,923","315,018","240,943","110,485","24,210","3,917","16,350","524,444","269,937","159,563","67,699","16,538","2,923","7,784"
Wisconsin,55,WI,5,Wisconsin 5th,WI-05,91.7,1.4,3.9,2.1,0.3,0.7,35.9,36,"$66,777","399,261","148,900","229,325",,"419,191","158,226","257,017",,"403,822","168,644","230,861",,"390,844","114,477","260,706","15,661","332,826","101,190","231,160",476,"118,478","250,335",,-11.7,-13.9,-11.5,"711,328","636,934","11,589","35,609","16,161","2,234","8,801","548,075","502,516","7,721","21,132","11,315","1,626","3,765"
Wisconsin,55,WI,6,Wisconsin 6th,WI-06,93,1.5,2.8,1.7,0.4,0.6,24.6,25.1,"$56,326","365,442","141,917","203,433",,"382,295","174,988","202,979",,"375,245","185,438","184,985",,"357,183","133,072","204,147","19,964","299,033","122,212","169,767","7,054","135,921","223,460",,-10,-5.7,-3.6,"711,209","647,963","10,776","27,092","14,832","3,044","7,502","550,929","512,304","8,534","15,390","9,099","2,414","3,188"
Wisconsin,55,WI,7,Wisconsin 7th,WI-07,94.5,0.5,1.3,1.2,1.7,0.8,22.3,22.6,"$51,863","369,841","137,874","213,467",,"373,876","178,841","190,364",,"371,936","197,706","168,540",,"362,271","138,643","223,418",210,"286,603","112,949","169,891","3,763","157,524","201,720",,-11.9,-3.5,0.3,"711,417","661,125","4,157","12,549","10,541","13,985","9,060","547,463","517,329","2,735","7,147","6,322","9,538","4,392"
Wisconsin,55,WI,8,Wisconsin 8th,WI-08,91.3,0.9,3.2,1.7,2.1,0.8,25.7,26.3,"$56,137","369,562","142,677","207,620",,"372,886","177,346","191,127",,"362,769","194,663","163,343",,"363,780","135,682","227,892",206,"290,048","101,345","188,553",150,"156,287","198,874",,-10.4,-3.8,0.7,"710,441","631,736","7,895","30,688","14,006","16,564","9,552","538,785","491,964","5,067","17,269","8,908","11,474","4,103"
Wyoming,56,WY,AL,Wyoming At-Large,WY-AL,87.9,0.8,7.5,0.9,1.8,1.1,26.2,27.9,"$60,214","255,849","55,973","174,419",,"247,026","69,286","170,962",,"253,137","82,868","164,958",,"251,776","75,466","156,176","20,134","165,100","37,803","113,038","14,259","57,573","166,452",,-26.8,-23.1,-20.3,"563,626","483,874","4,351","50,231","4,644","11,784","8,742","428,224","376,530","3,265","32,070","3,757","7,764","4,838"
