name,fips,code,number,district,district_code,census_2010_white,census_2010_black,census_2010_latino,census_2010_api,census_2010_native,census_2010_other,acs_2015_pct_bachelor_ge25,acs_2015_pct_bachelor_white_ge25,acs_2015_median_hh_income,2016_pres_total,2016_pres_d,2016_pres_r,2016_pres_other,2012_pres_total,2012_pres_d,2012_pres_r,2012_pres_other,2008_pres_total,2008_pres_d,2008_pres_r,2008_pres_other,2016_house_total,2016_house_d,2016_house_r,2016_house_other,2014_house_total,2014_house_d,2014_house_r,2014_house_other,2012_house_d,2012_house_r,2012_house_other,2016_pvi,2012_pvi,2008_pvi,pop_total,pop_white,pop_black,pop_latino,pop_api,pop_native,pop_other,pop_total_ge18,pop_white_ge18,pop_black_ge18,pop_latino_ge18,pop_api_ge18,pop_native_ge18,pop_other_ge18
Indiana,18,IN,8,Indiana 8th,IN-08,92.7,3.9,1.6,0.8,0.2,0.8,19.7,19.8,"$47,134","300,621","92,844","194,208",,"294,054","116,465","171,648",,"309,712","149,097","156,720",,"294,713","93,356","187,702","13,655","171,315","61,384","103,344","6,587","123,741","153,765",,-18.8,-11.5,-4.9,"721,206","659,549","28,639","14,792","6,226","1,524","10,476","554,038","513,492","21,414","8,997","4,623","1,203","4,309"
Indiana,18,IN,9,Indiana 9th,IN-09,92.1,2.4,2.3,1.9,0.2,1,25.8,25.5,"$52,041","324,475","110,835","198,106",,"303,390","123,436","173,433",,"315,274","145,776","166,069",,"322,843","130,627","174,791","17,425","163,387","55,016","101,594","6,777","132,848","165,332",,-15.2,-10.4,-6.9,"720,301","655,509","18,316","20,696","12,868","1,554","11,358","554,737","511,111","13,388","12,917","10,502","1,231","5,588"
Iowa,19,IA,1,Iowa 1st,IA-01,92.6,2.7,2.5,1.1,0.3,0.7,25.6,26.3,"$55,645","390,934","176,535","190,410",,"401,501","225,585","170,753",,"388,667","227,310","156,980",,"384,977","177,403","206,903",671,"289,306","141,145","147,762",399,"222,422","162,465",,-3,5,5.5,"761,548","689,523","24,450","24,970","9,042","2,447","11,116","581,256","538,410","15,917","14,320","6,621","1,726","4,262"
Iowa,19,IA,2,Iowa 2nd,IA-02,90.3,2.8,3.8,2,0.2,0.9,26.2,26.6,"$52,166","379,959","170,796","186,384",,"394,310","219,946","168,534",,"384,369","219,565","159,959",,"370,032","198,571","170,933",528,"273,329","143,431","129,455",443,"211,863","161,977",,-3.3,4.7,4.2,"761,624","671,512","25,097","36,511","14,845","1,511","12,148","584,497","527,905","16,655","21,953","11,589","1,166","5,229"
Iowa,19,IA,3,Iowa 3rd,IA-03,88.6,3.3,4.7,2.3,0.2,0.9,31.3,32.7,"$59,433","403,191","181,524","195,740",,"395,798","203,622","186,645",,"375,933","197,112","173,967",,"390,287","155,002","208,598","26,687","282,066","119,109","148,814","14,143","168,632","202,000",,-3,0.2,-0.6,"761,612","654,386","28,351","46,515","18,409","1,729","12,222","568,128","503,240","18,482","26,956","13,181","1,234","5,035"
Iowa,19,IA,4,Iowa 4th,IA-04,92.1,1,4.3,1.6,0.3,0.6,24,24.6,"$51,259","379,900","127,401","231,229",,"383,129","173,391","204,685",,"381,114","184,953","191,473",,"370,259","142,993","226,719",547,"275,633","105,504","169,834",295,"169,470","200,063",,-15.6,-6.1,-4.6,"761,571","685,702","9,008","43,548","12,098","2,894","8,321","584,481","538,420","6,010","25,108","9,359","1,912","3,672"
Kansas,20,KS,1,Kansas 1st,KS-01,83,2.7,11.1,1.6,0.4,1.1,23.7,26.1,"$48,559","264,764","64,389","183,448",,"263,027","72,699","184,288",,"282,699","87,634","189,890",,"257,971",0,"169,992","87,979","204,161","65,397","138,764",0,0,"211,337",,-25.1,-23.7,-22.1,"713,394","565,705","19,788","101,043","10,692","3,162","13,004","536,568","445,393","14,611","59,726","8,456","2,353","6,029"
Kansas,20,KS,2,Kansas 2nd,KS-02,86.5,4.5,4.4,1.4,1.5,1.8,27.7,28.6,"$50,087","295,657","110,596","165,000",,"294,487","124,370","163,082",,"322,079","145,750","170,059",,"297,401","96,840","181,228","19,333","225,686","87,153","128,742","9,791","113,089","164,618",,-11,-8.7,-7.5,"712,614","600,203","32,829","39,907","9,179","10,829","19,667","543,270","469,720","24,346","24,143","7,446","7,961","9,654"
Kansas,20,KS,3,Kansas 3rd,KS-03,76.8,8.4,9.4,3.7,0.4,1.4,47,52.3,"$71,742","341,967","161,479","157,304",,"330,486","146,406","177,886",,"346,297","168,907","172,831",,"343,113","139,300","176,022","27,791","224,280","89,584","134,493",203,0,"201,087",,-0.5,-6.8,-4.3,"713,788","525,585","62,159","80,942","26,960","2,485","15,657","522,489","401,428","43,778","49,214","19,105","1,857","7,107"
Kansas,20,KS,4,Kansas 4th,KS-04,79.3,6.4,8.6,3.1,0.9,1.7,27.3,30,"$51,427","274,547","90,541","165,266",,"267,116","96,433","164,553",,"284,727","112,474","166,876",,"275,251","81,495","166,998","26,758","208,153","69,396","138,757",0,"81,770","161,094",,-15.7,-15,-13.4,"713,265","539,001","47,921","78,150","22,114","6,592","19,487","523,820","415,608","33,414","44,859","16,289","4,825","8,825"
Kentucky,21,KY,1,Kentucky 1st,KY-01,89.9,6.5,2,0.5,0.2,0,16.9,16.9,"$40,358","310,299","74,179","224,657",,"296,791","95,273","197,074",,"301,253","111,030","185,529",,"299,001","81,710","216,959",332,"236,618","63,596","173,022",0,"87,199","199,956",,-26.3,-19.4,-16.2,"723,331","638,962","49,550","18,499","4,009","1,476",544,"554,556","498,650","36,174","10,893","3,040","1,192",179
Kentucky,21,KY,2,Kentucky 2nd,KY-02,90.3,5.2,2.3,1.1,0.3,0,19.8,19.9,"$46,401","324,512","89,563","219,152",,"294,280","103,432","186,207",,"299,109","111,139","183,813",,"251,825",0,"251,825",0,"226,834","69,898","156,936",0,"89,541","181,508",,-22.1,-16.3,-16,"724,739","642,527","38,566","21,050","8,305","1,752",805,"548,073","494,678","28,374","12,467","6,004","1,388",270
Kentucky,21,KY,3,Kentucky 3rd,KY-03,73.5,19.2,3.8,2.1,0.2,0.1,32.7,35.9,"$50,450","340,043","186,549","135,714",,"328,389","183,015","140,539",,"343,778","193,236","147,121",,"334,494","212,401","122,093",0,"247,355","157,056","87,981","2,318","206,385","111,452",,6.8,4.6,3.1,"723,136","506,794","151,669","32,131","15,841","1,454","1,232","556,038","408,636","106,590","21,200","11,559","1,166",534
Kentucky,21,KY,4,Kentucky 4th,KY-04,92.5,3.1,2.3,1,0.2,0.1,26.5,26.9,"$55,744","337,149","98,664","219,749",,"311,035","108,328","197,131",,"312,017","115,487","191,855",,"327,987","94,065","233,922",0,"222,158","71,694","150,464",0,"104,734","186,036",,-20.1,-16.5,-16.1,"722,466","658,904","23,007","20,832","7,570","1,269",814,"539,855","499,571","16,877","12,654","5,266","1,033",288
Kentucky,21,KY,5,Kentucky 5th,KY-05,96.5,1.4,0.9,0.3,0.2,0,13.2,13.3,"$31,339","278,383","48,628","221,558",,"261,483","60,785","196,167",,"261,555","82,637","174,307",,"221,242",0,"221,242",0,"218,967","47,617","171,350",0,"55,447","195,408",,-33.1,-28.3,-21.5,"723,534","696,306","9,622","7,783","2,312","1,301",247,"559,487","539,975","8,078","5,012","1,669","1,080",93
Kentucky,21,KY,6,Kentucky 6th,KY-06,85.3,8.1,3.7,1.7,0.2,0.1,30.1,31.5,"$49,531","333,012","131,271","182,141",,"304,861","128,537","170,076",,"308,776","138,456","165,837",,"330,827","128,728","202,099",0,"245,694","98,290","147,404",0,"141,438","153,222",,-9.2,-8.9,-8.2,"722,156","602,157","60,661","32,541","12,375","1,390",992,"557,982","476,004","45,022","20,661","9,321","1,113",397
Louisiana,22,LA,1,Louisiana 1st,LA-01,76.6,11.7,7.3,2,1.2,1.2,29.4,32.4,"$54,677","356,482","95,169","244,907",,"332,923","89,418","235,877",,"321,682","81,515","233,789",,"326,788","63,785","243,645","19,358","244,004","46,047","189,250","8,707","61,703","218,340",,-23.1,-24.5,-27.8,"756,070","563,130","98,107","57,229","14,981","9,854","12,769","580,152","444,589","67,986","42,140","11,596","6,766","7,075"
Louisiana,22,LA,2,Louisiana 2nd,LA-02,31.8,58.5,5.8,2.6,0.3,1.1,22.8,35.8,"$37,856","331,702","247,490","73,779",,"328,306","248,982","74,893",,"321,114","235,554","81,703",,"284,269","284,269",0,0,"221,564","190,000",0,"31,564","230,417","50,146",,25.9,24.9,20.6,"754,952","216,579","464,219","43,268","18,854","2,148","9,884","569,251","180,954","332,980","32,766","14,768","1,609","6,174"
Louisiana,22,LA,3,Louisiana 3rd,LA-03,71.5,22.8,2.8,1.3,0.4,1.1,20.2,23.1,"$46,766","343,025","100,241","231,017",,"333,573","107,611","220,490",,"328,353","111,831","210,951",,"320,454","56,215","258,632","5,607","236,268",0,"207,926","28,342","67,070","240,558",,-20.9,-19.2,-19,"755,596","520,993","186,297","23,014","9,949","3,457","11,886","561,690","401,739","128,156","15,956","7,455","2,469","5,915"
Louisiana,22,LA,4,Louisiana 4th,LA-04,62.2,32.1,2.8,1,0.8,1.2,19.3,22.1,"$40,689","318,462","116,599","192,977",,"324,250","128,612","191,416",,"317,749","126,899","187,020",,"285,985","80,593","199,750","5,642","207,919",0,"152,683","55,236",0,"187,894",,-13.4,-11.8,-13.3,"755,334","450,181","255,509","24,173","7,098","6,077","12,296","566,615","352,616","181,698","15,802","5,549","4,410","6,540"
Louisiana,22,LA,5,Louisiana 5th,LA-05,63,33.2,1.9,0.7,0.4,0.8,17.6,20.4,"$35,321","323,409","110,259","205,258",,"329,531","124,102","201,058",,"338,332","124,119","209,705",,"255,662",0,"255,662",0,"209,622","75,006","134,616",0,0,"202,536",,-16.2,-13.8,-16.5,"755,317","458,328","265,012","15,313","5,074","3,155","8,435","567,467","357,706","188,300","10,630","3,925","2,327","4,579"
Louisiana,22,LA,6,Louisiana 6th,LA-06,71.9,21.1,3.6,2,0.4,0.9,29.3,31.2,"$60,440","355,951","110,395","230,700",,"345,482","110,416","228,528",,"333,531","103,071","225,094",,"331,098","79,202","241,075","10,821","222,990","83,781","139,209",0,0,"243,553",,-18.7,-19.4,-22.3,"756,103","525,673","173,276","29,563","14,915","3,401","9,275","570,182","410,057","120,462","20,797","11,497","2,371","4,998"
Maine,23,ME,1,Maine 1st,ME-01,95.1,1,1.2,1.3,0.3,1.1,37.3,37.3,"$59,452","393,343","212,773","154,425",,"374,522","223,103","142,993",,"372,846","226,309","139,825",,"392,391","227,546","164,569",276,"308,898","186,674","94,751","27,473","236,363","128,440",,6.8,9,8.1,"664,180","624,117","8,632","9,676","9,288","2,108","10,359","526,524","500,920","5,395","6,140","6,767","1,672","5,630"
Maine,23,ME,2,Maine 2nd,ME-02,96,0.7,0.8,0.6,0.8,1,22.8,22.8,"$44,560","352,341","144,962","181,168",,"336,531","178,203","149,283",,"358,317","195,614","155,448",,"352,183","159,081","192,878",224,"283,473","118,568","133,320","31,585","191,456","137,542",,-6.7,2.5,2,"664,181","630,180","6,522","7,259","4,467","6,102","9,651","527,304","506,103","3,639","4,385","3,251","4,407","5,519"
Maryland,24,MD,1,Maryland 1st,MD-01,83.2,11.1,2.8,1.8,0.2,1,31,32.4,"$69,824","363,917","121,841","225,249",,"355,614","134,072","214,704",,"350,766","134,591","208,958",,"362,097","103,622","242,574","15,901","250,418","73,843","176,342",233,"92,812","214,204",,-16,-13.5,-14.5,"721,003","587,883","82,279","23,789","13,367","1,484","12,201","556,858","463,526","61,631","15,365","9,771","1,173","5,392"
Maryland,24,MD,2,Maryland 2nd,MD-02,58.8,29.9,4.7,4.6,0.3,1.7,31.1,31.7,"$62,278","321,234","193,236","114,461",,"309,437","195,114","108,261",,"306,022","185,327","114,710",,"309,480","192,183","102,577","14,720","196,354","120,412","70,411","5,531","194,088","92,071",,11.7,12.3,8.1,"717,779","393,132","230,704","39,026","32,899","2,355","19,663","548,029","322,365","163,682","25,752","25,102","1,814","9,314"
Maryland,24,MD,3,Maryland 3rd,MD-03,66.2,18.7,6.8,6.4,0.2,1.7,47.3,51.3,"$81,231","352,627","221,842","113,317",,"335,690","203,772","124,541",,"327,633","196,967","124,481",,"339,675","214,640","115,048","9,987","215,946","128,594","87,029",323,"213,747","94,549",,15.1,10.1,7.6,"717,166","451,678","144,608","55,147","46,293","1,612","17,828","561,258","371,738","104,849","38,079","35,923","1,248","9,421"
Maryland,24,MD,4,Maryland 4th,MD-04,28.8,53.6,12.5,3.3,0.2,1.6,33,47.6,"$78,412","330,115","256,575","63,390",,"327,230","255,707","68,196",,"320,353","247,508","69,754",,"320,650","237,501","68,670","14,479","191,837","134,628","54,217","2,992","240,385","64,560",,29.1,27,24.3,"724,534","197,946","388,849","98,584","22,443","1,698","15,014","546,219","157,327","292,591","68,150","17,943","1,312","8,896"
Maryland,24,MD,5,Maryland 5th,MD-05,52,35.3,6.3,4.1,0.4,1.9,34.9,37,"$91,820","355,428","225,989","115,868",,"355,303","234,908","115,052",,"340,744","221,879","114,618",,"360,634","242,989","105,931","11,714","226,040","144,725","80,752",563,"238,618","95,271",,15,15.2,12.2,"722,586","356,876","262,920","52,286","27,778","2,540","20,186","546,582","284,415","192,813","34,460","22,561","1,962","10,371"
Maryland,24,MD,6,Maryland 6th,MD-06,66.4,11.8,10.1,10,0.2,1.7,41,40.7,"$73,641","339,563","189,512","134,827",,"323,675","178,613","138,675",,"312,668","176,020","131,361",,"331,973","185,770","133,081","13,122","190,536","94,704","91,930","3,902","181,921","117,313",,7.3,4.3,3.6,"727,594","462,578","89,470","81,712","72,931","1,314","19,589","551,978","366,270","64,858","55,674","55,054","1,009","9,113"
Maryland,24,MD,7,Maryland 7th,MD-07,36.1,53.4,2.9,5.8,0.2,1.6,37,56.3,"$59,026","309,849","233,796","63,444",,"337,313","256,965","75,289",,"330,338","251,740","74,017",,"318,912","238,838","69,556","10,518","206,809","144,639","55,860","6,310","247,770","67,405",,27.5,25.4,23.6,"719,131","245,705","392,787","22,498","41,461","1,634","15,046","554,898","200,546","296,237","15,898","32,197","1,298","8,722"
Maryland,24,MD,8,Maryland 8th,MD-08,65.5,11.4,12.4,8.8,0.2,1.7,53.9,59.7,"$95,314","363,916","235,137","112,613",,"352,756","218,691","127,151",,"343,072","215,436","121,963",,"364,324","220,657","124,651","19,016","225,097","136,722","87,859",516,"217,531","113,033",,16.5,11.3,10.2,"723,759","462,160","82,612","97,590","61,934","1,178","18,285","554,766","363,319","63,135","68,930","48,923",906,"9,553"
Massachusetts,25,MA,1,Massachusetts 1st,MA-01,79.8,5.2,12,1.7,0.2,1.2,29.1,32.4,"$53,918","339,326","194,036","123,953",,"333,678","213,423","114,339",,"332,362","213,130","112,067",,"321,539","235,803",0,"85,736","171,110","167,612",0,"3,498","261,936",0,,9.9,13.2,11.9,"727,879","553,044","40,213","108,819","12,775","1,160","11,868","564,391","450,611","29,164","67,674","9,478",925,"6,539"
Massachusetts,25,MA,2,Massachusetts 2nd,MA-02,83.4,3.5,6.9,4.4,0.2,1.6,36.7,38.2,"$62,448","351,423","197,492","129,437",,"339,921","199,549","133,195",,"333,290","200,553","124,192",,"280,411","275,487",0,"4,924","172,745","169,640",0,"3,105","259,257",0,,9.3,8,8.1,"727,319","588,155","27,902","61,113","33,246","1,221","15,682","566,402","472,209","20,087","39,337","24,785",961,"9,023"
Massachusetts,25,MA,3,Massachusetts 3rd,MA-03,75.2,2.6,14,6.4,0.1,1.7,37.4,41.5,"$72,570","348,563","202,952","123,347",,"332,925","189,461","137,869",,"320,411","188,491","126,175",,"344,592","236,713","107,519",360,"220,946","139,104","81,638",204,"212,119","109,372",,11.1,5.9,6.2,"727,900","524,287","19,245","118,080","49,556",892,"15,840","549,384","413,034","14,328","77,053","35,126",648,"9,195"
Massachusetts,25,MA,4,Massachusetts 4th,MA-04,88.2,2.1,3,5,0.1,1.5,49.9,49.8,"$90,913","381,767","225,976","133,705",,"370,160","211,895","152,845",,"362,027","219,573","137,933",,"379,213","265,823","113,055",335,"188,098","184,158",0,"3,940","221,303","129,936",,11.7,6.1,7.7,"729,440","633,759","15,979","25,674","37,598",807,"15,623","556,642","491,050","11,829","16,960","27,814",587,"8,402"
Massachusetts,25,MA,5,Massachusetts 5th,MA-05,77.1,4.5,6.5,9,0.1,2.8,55.9,57.7,"$86,183","373,498","258,908","95,922",,"362,013","235,984","119,934",,"348,496","230,731","111,908",,"289,807","285,606",0,"4,201","185,260","182,100",0,"3,160","257,490","82,944",,21.9,14.3,13.7,"727,037","546,918","34,370","53,303","66,396",764,"25,286","579,172","446,442","25,921","37,589","52,226",573,"16,421"
Massachusetts,25,MA,6,Massachusetts 6th,MA-06,87.1,2.3,6,3.4,0.1,1.1,42.4,44.2,"$80,638","401,046","224,858","153,244",,"387,259","212,003","169,966",,"373,809","212,823","154,833",,"314,055","308,923",0,"5,132","272,219","149,638","111,989","10,592","180,942","176,612",,8.4,3.5,4.2,"727,373","618,612","17,982","52,252","26,034",814,"11,679","564,150","491,341","12,896","33,896","18,946",630,"6,441"
Massachusetts,25,MA,7,Massachusetts 7th,MA-07,48.8,20.5,16.7,9.8,0.2,4,42.2,61.3,"$56,719","301,939","254,037","36,018",,"283,031","233,382","44,275",,"261,402","214,011","43,558",,"256,911","253,354",0,"3,557","144,546","142,133",0,"2,413","210,794",0,,36.5,32.1,29.4,"727,839","320,503","164,496","141,116","67,289","1,453","32,982","599,387","292,724","122,795","100,037","58,565","1,110","24,156"
Massachusetts,25,MA,8,Massachusetts 8th,MA-08,79,6.9,4.3,6.5,0.2,3.2,45.3,48.2,"$79,789","382,917","231,356","131,624",,"369,239","213,364","150,825",,"355,472","205,644","144,128",,"374,265","271,019","102,744",502,"203,351","200,644",0,"2,707","263,999","82,242",,12.6,6.6,5.1,"725,462","556,481","55,101","35,933","47,888","1,158","28,901","575,118","454,234","39,422","24,717","37,427",874,"18,444"
Massachusetts,25,MA,9,Massachusetts 9th,MA-09,90.2,2.1,3.4,1,0.3,2.9,33.1,34.7,"$63,532","391,289","205,581","163,643",,"382,989","212,701","165,212",,"379,234","219,141","154,059",,"379,895","211,790","127,803","40,302","255,541","140,413","114,971",157,"212,754","116,531",,4.6,4.3,5,"727,380","643,041","16,405","31,364","8,180","2,509","25,881","574,060","517,813","12,081","19,512","5,911","1,911","16,832"
Michigan,26,MI,1,Michigan 1st,MI-01,93.2,1.5,1.1,0.5,2.4,1.2,24.9,25.7,"$45,684","364,131","133,237","210,822",,"353,694","160,199","189,406",,"368,276","183,104","178,360",,"360,271","144,334","197,777","18,160","250,131","113,263","130,414","6,454","165,179","167,060",,-12.4,-6.1,-3,"705,288","649,509","9,420","9,962","3,970","19,638","12,789","562,018","523,861","8,639","5,941","3,072","13,533","6,972"
Michigan,26,MI,2,Michigan 2nd,MI-02,84.1,5.9,6.4,2,0.5,1.1,25.1,26.8,"$51,681","346,505","132,462","193,198",,"329,985","142,080","184,755",,"350,282","168,237","176,331",,"339,328","110,391","212,508","16,429","213,072","70,851","135,568","6,653","108,973","194,653",,-10.4,-8.5,-4.9,"705,379","570,532","45,248","57,713","14,641","3,397","13,848","526,885","443,253","31,174","33,485","10,316","2,634","6,023"
Michigan,26,MI,3,Michigan 3rd,MI-03,83.7,7.8,5.5,1.4,0.4,1.2,30.2,32.5,"$53,861","349,490","147,330","180,344",,"334,438","153,069","177,742",,"351,117","174,381","170,654",,"342,365","128,400","203,545","10,420","217,165","84,720","125,754","6,691","144,108","171,675",,-6.2,-5.7,-3.1,"706,300","569,753","58,869","50,042","10,118","2,744","14,774","525,031","439,526","41,013","28,800","7,199","2,102","6,391"
Michigan,26,MI,4,Michigan 4th,MI-04,93.5,1.9,2.1,0.9,0.7,0.9,20.7,20.7,"$47,461","328,240","113,817","195,302",,"321,415","146,088","171,864",,"343,947","170,685","167,074",,"315,751","101,277","194,572","19,902","219,423","85,777","123,962","9,684","104,996","197,386",,-14.3,-6,-3.2,"706,106","653,338","12,441","19,006","6,438","5,042","9,841","549,309","513,732","10,397","11,498","4,925","3,663","5,094"
Michigan,26,MI,5,Michigan 5th,MI-05,77.7,16.1,3.6,0.8,0.4,1.3,19.5,20.6,"$42,390","327,572","162,961","148,972",,"338,966","205,800","129,903",,"366,156","230,768","129,429",,"319,291","195,279","112,102","11,910","222,138","148,182","69,222","4,734","214,531","103,931",,1.1,9.3,10.4,"706,016","526,313","124,083","31,550","5,839","3,202","15,029","535,819","416,306","86,449","19,126","4,489","2,371","7,078"
Michigan,26,MI,6,Michigan 6th,MI-06,85.1,7.6,4.1,1.3,0.5,1.4,28.1,28.6,"$50,511","331,986","142,305","170,314",,"325,500","158,950","163,309",,"346,680","184,125","156,672",,"329,552","119,980","193,246","16,326","208,976","84,391","116,801","7,784","136,563","174,955",,-5.6,-2.6,0.3,"706,833","580,808","59,007","37,593","9,480","3,468","16,477","536,850","456,986","40,667","21,920","7,232","2,569","7,476"
Michigan,26,MI,7,Michigan 7th,MI-07,90.6,4.1,3.1,0.9,0.3,1.1,23.4,23.5,"$53,887","340,358","131,566","189,655",,"331,820","159,012","169,268",,"349,608","177,650","165,756",,"334,807","134,010","184,321","16,476","223,685","92,083","119,564","12,038","136,849","169,668",,-10.2,-3.5,-2,"706,835","629,156","28,799","27,456","6,465","2,323","12,636","539,775","489,129","21,870","16,592","4,659","1,813","5,712"
Michigan,26,MI,8,Michigan 8th,MI-08,85.7,5.2,3.7,3.7,0.4,1.3,39,39,"$65,400","374,968","164,436","189,891",,"358,795","172,131","183,512",,"376,482","195,947","174,675",,"366,968","143,791","205,629","17,548","243,125","102,269","132,739","8,117","128,657","202,217",,-4.7,-3.6,-0.8,"705,492","590,738","38,902","32,041","26,471","2,462","14,878","537,989","461,205","27,721","19,943","20,044","1,887","7,189"
Michigan,26,MI,9,Michigan 9th,MI-09,83.6,9.7,1.7,3.3,0.3,1.5,28.8,29.6,"$52,455","355,751","183,085","155,597",,"349,021","199,625","146,185",,"368,821","214,229","147,770",,"344,775","199,661","128,937","16,177","225,757","136,342","81,470","7,945","208,846","114,760",,2.9,5.8,5.5,"706,746","571,278","78,161","14,633","24,375","2,094","16,205","554,396","463,395","53,509","9,436","18,319","1,595","8,142"
Michigan,26,MI,10,Michigan 10th,MI-10,92.7,2.5,2.3,1.3,0.3,0.9,22.8,22.6,"$58,068","357,785","113,065","228,171",,"339,318","148,429","187,653",,"354,087","170,032","177,205",,"340,983","110,112","215,132","15,739","228,692","67,143","157,069","4,480","97,734","226,075",,-18,-7.8,-4.7,"705,744","644,037","18,881","20,425","9,974","2,246","10,181","535,917","496,592","13,368","12,271","7,203","1,703","4,780"
Michigan,26,MI,11,Michigan 11th,MI-11,84.3,4.8,2.6,7,0.2,1.2,46,43.8,"$77,183","390,926","177,143","194,245",,"380,884","178,768","199,308",,"386,552","193,613","186,390",,"379,488","152,461","200,872","26,155","251,238","101,681","140,435","9,122","158,879","181,788",,-3.4,-4.7,-2.7,"705,359","579,927","35,987","22,049","53,024","1,604","12,768","537,930","453,472","25,883","13,786","37,413","1,183","6,193"
Michigan,26,MI,12,Michigan 12th,MI-12,78.8,9.7,4.4,4.9,0.4,1.8,34.3,33.4,"$54,212","338,523","205,939","116,741",,"328,498","217,492","107,675",,"350,474","234,529","110,055",,"328,542","211,378","96,104","21,060","206,660","134,346","64,716","7,598","216,884","92,472",,12.7,14.9,14.4,"705,112","539,252","74,064","37,235","32,839","2,507","19,215","545,365","429,969","52,738","24,129","26,527","1,957","10,045"
Michigan,26,MI,13,Michigan 13th,MI-13,37.4,53.8,5.6,1.2,0.3,1.7,15.3,18.5,"$31,789","265,343","209,105","48,111",,"293,164","249,656","41,881",,"331,253","281,005","46,980",,"257,797","198,771","40,541","18,485","166,947","132,710","27,234","7,003","235,336","38,769",,30.2,33.7,32,"706,462","246,159","386,239","48,016","7,611","2,274","16,163","523,898","195,685","281,864","29,348","6,159","1,829","9,013"
Michigan,26,MI,14,Michigan 14th,MI-14,33.6,57.3,3.5,3.7,0.2,1.7,29.7,45.6,"$40,785","318,751","252,387","58,179",,"337,491","273,270","62,794",,"357,861","294,273","61,286",,"310,974","244,135","58,103","8,736","212,468","165,272","41,801","5,395","270,450","51,395",,30.2,29.4,29.1,"705,968","219,139","413,655","28,637","27,415","1,664","15,458","528,390","177,587","303,017","18,236","19,387","1,232","8,931"
Minnesota,27,MN,1,Minnesota 1st,MN-01,90.9,1.9,4.2,2.1,0.2,0.7,28.2,28.9,"$57,189","340,831","130,831","181,647",,"343,764","170,377","165,720",,"348,046","176,959","162,554",,"335,877","169,074","166,526",277,"226,695","122,851","103,536",308,"193,211","142,164",,-9.2,-1.3,-1.6,"662,237","585,535","15,273","36,604","14,946","1,566","8,313","505,339","459,195","9,668","21,158","10,749","1,217","3,352"
Minnesota,27,MN,2,Minnesota 2nd,MN-02,87.1,3,4.3,4,0.4,1.1,37.8,39.4,"$77,122","377,887","171,287","175,807",,"376,586","184,802","184,576",,"367,039","185,192","174,635",,"370,514","167,315","173,970","29,229","245,848","95,565","137,778","12,505","164,338","193,587",,-1.8,-1.9,-2.2,"662,780","558,248","23,765","35,469","28,060","3,022","14,216","485,541","423,136","14,628","20,640","19,489","2,118","5,530"
Minnesota,27,MN,3,Minnesota 3rd,MN-03,84.3,5.4,3,5.8,0.3,1.2,48,50,"$81,788","397,008","201,833","164,259",,"401,332","199,093","195,802",,"391,314","199,740","185,406",,"393,464","169,243","223,077","1,144","269,585","101,846","167,515",224,"159,937","222,335",,4,-1.5,-1.8,"663,654","537,250","42,984","25,281","41,306","1,961","14,872","496,951","418,915","26,887","14,940","28,794","1,432","5,983"
Minnesota,27,MN,4,Minnesota 4th,MN-04,76.3,7.9,5.1,8.5,0.6,1.6,43.2,48.1,"$63,638","363,650","223,803","111,163",,"370,514","231,511","131,521",,"367,119","229,802","130,366",,"351,944","203,299","121,032","27,613","241,637","147,857","79,492","14,288","216,685","109,659",,15.7,11.8,10.1,"664,041","471,349","61,120","41,722","68,289","3,812","17,749","504,063","384,846","39,851","25,476","43,060","2,875","7,955"
Minnesota,27,MN,5,Minnesota 5th,MN-05,71,12.9,7.5,5.3,1.1,2.2,45.1,53.7,"$56,752","370,869","273,402","68,535",,"373,638","274,635","89,643",,"367,392","269,829","90,035",,"361,882","249,964","80,660","31,258","236,009","167,079","56,577","12,353","262,102","88,753",,28.8,23.4,21.3,"662,883","430,805","101,629","61,998","37,615","7,978","22,858","523,712","371,608","67,730","39,067","27,898","5,729","11,680"
Minnesota,27,MN,6,Minnesota 6th,MN-06,92.9,1.8,1.8,2.2,0.4,0.9,29.3,29.4,"$73,227","370,947","123,329","218,546",,"364,072","151,238","205,652",,"356,012","153,766","194,584",,"358,924","123,008","235,380",536,"236,846","90,926","133,328","12,592","174,944","179,240",,-15,-9.6,-9.5,"661,656","604,208","13,764","15,319","15,388","2,510","10,467","482,759","448,717","8,713","8,650","10,644","1,896","4,139"
Minnesota,27,MN,7,Minnesota 7th,MN-07,92.9,0.6,2.7,0.7,2.2,0.8,21.6,22.5,"$54,481","337,005","104,566","208,215",,"334,777","147,750","180,334",,"344,442","162,296","173,440",,"330,848","173,589","156,952",307,"240,835","130,546","109,955",334,"197,791","114,151",,-17.7,-6.9,-5.3,"663,326","601,672","4,850","25,270","5,295","17,151","9,088","505,477","469,715","2,979","13,882","3,773","10,971","4,157"
Minnesota,27,MN,8,Minnesota 8th,MN-08,94.3,0.8,1,0.6,2.3,1.1,22.3,22.9,"$52,179","359,353","138,665","194,779",,"361,237","186,761","166,977",,"369,006","195,770","164,390",,"356,979","179,098","177,089",792,"266,083","129,090","125,358","11,635","191,976","160,520",,-9.5,0.8,0.7,"663,348","616,075","5,756","8,595","3,957","17,421","11,544","516,020","486,512","4,232","5,023","2,958","11,772","5,523"
